Sylvan Esso,Sylvan Esso [2014],Coffee,https://www.lyrics.com/lyric/30800242/Sylvan+Esso/Coffee,"True, it's dance, we know the moves
The bar, the dip, the woo
Though the words are true
The state is old news

Wrap me in your arms
I can't feel it but
Wrap me in your arms
I can't feel it but

Get up, get down
Get up, get down
Feel the turn of rotation
And stop, see the next one waiting
Get up, get down
Get up, get down
Get up
Sentiment's the same but the pair of feet change

I know my words will dry upon the skin
Just like a name I remember hearing
Wild winter, warm coffee
Mom's gone, do you love me?
Blazing summer, cold coffee
Baby's gone, do you love me?

Wrap me in your arms
I can't feel it but
Wrap me in your arms
I can't feel it but

Get up, get down
Get up, get down
Feel the turn of rotation
And stop, see the next one waiting
Get up, get down
Get up, get down
Get up
Sentiment's the same but the pair of feet change

Get up, get down
Get up, get down
Feel the turn of rotation
And stop, see the next one waiting
Get up, get down
Get up, get down
Get up
Sentiment's the same but the pair of feet change

My baby does the hanky-panky
My baby does
My baby does the hanky-panky
My baby does

My baby does the hanky-panky
My baby does
(Rock me)
My baby does the hanky-panky
My baby does

Get up, get down
Get up, get down
Feel the turn of rotation
And stop, see the next one waiting
Get up, get down
Get up, get down
Get up
Sentiment's the same but the pair of feet change",289,get
Sylvan Esso,Sylvan Esso [2014],Come Down,https://www.lyrics.com/lyric/30800239/Sylvan+Esso/Come+Down,"Hey Mama won't you come down
Hey Mama won't you come down
To the river, to wait, to be

Hey Mama won't you come down
Hey Mama won't you come down
To the river, to wait, to be

Oh wash my hair
Like you wash my hair
For years and years
I'm going to wait

Oh wash my hair
Like you wash my hair
For years and years
I'm going to wait

There's a man, that I know
And I think he loves me so
Finally, I'm going to wait

So, Mama won't you come down
Hey Mama won't you come down
To the river, to wait, to be",109,mama
Sylvan Esso,Sylvan Esso [2014],Could I Be,https://www.lyrics.com/lyric/30800246/Sylvan+Esso/Could+I+Be,"I'm covered in soot
We're running for gondolas
And when I come home again
My arms will wrap around my friends 
My arms will wrap around my friends 
I'm covered in soot
I'm covered in skin
And when I go to leave again I'll wear the clothes you put me in
And when I go to leave again I'll wear the clothes you put me in
Could I be coming home 
With the waves rolling back

Oh why?
Oh why did I go outside with the bitches on the trail oh why? 
Oh why? Did I go,
I don't know
Only thing I can think to say is get on the train
Get on the train
And ride it till you come
Ride it till you come
Or could I just
Get on the train get on the train and ride it till you come.
Ride it till you come

Like the bass child
Like the river wild
Like the tide coming in again
We're driving the van
Through dotted lines we're making friends
With all the other bands
Driving to make their fortunes.
Could I be coming home
With the waves rolling back
With the waves rolling back
With the waves rolling back

We're chasing the glow
A pack of wolves
We're running from home to home
Blindly searching for what we know (a dream created from the videos)
Our feet are getting raw,
But our mouths still quietly
Sing the song
Keeping time to piston rods
We're feeding ourselves on steam exhaust

Oh why?
Oh why?
Do I run like the wolf each time my roots peak out from tender foot
Oh why, oh why
Can't I just kiss my lips enough
Be happy with just making love?",290,oh
Sylvan Esso,Sylvan Esso [2014],Dreamy Bruises,https://www.lyrics.com/lyric/30800247/Sylvan+Esso/Dreamy+Bruises,"Ohio small road 
Color lights in the nights
Find some hand to hold
Let the car coast with no lights 
Ohweeohweeoh kids move so slow
Moon in the window and girls on the floor 
Ohweeohweeoh kids movie so slow
Duds wrapped around each other drinking up the sweet and water
Ohweeohweeoh kids movie so slow
Jump a cross a river got a long way to go
Ohweeohweeoh kids move so slow
It's the smallest water pile dreamy bruises sweet lovers 
And they say I want you(you) 
To see all the ways I can move
To see how a skin so smooth 
See how my blood runs blue
Pull out the hand that moves you
It's the heart beat don't fight
Let your limbs flare in the mood
Like your a wild thing doing right
How can we question 
What we knows feels right
Black eyes turn to marigolds
In the morning light
Ohweeohweeoh kids move so slow 
Shaken all over like some dogs at the pool
Ohweeohweeoh kids move so slow 
There kicken all the records over acting like they hanging water
Ohweeohweeoh kids move so slow
Down in the basement where the sun don't show
Ohweeohweeoh kids movie so slow
Naked dollars wonder piles dreamy bruises rotten lovers
And they say I want you(you)
To bend me back in two
To make me sing your tune
To make those words so smooth 
Fill me like a song do, fill me like a song do,
Fill me like a song do, fill me like a song do,
Fill me like a song do, fill me like a song do,
Fill me like a song do, fill me like a song do, 
Fill me like a song do,
(Ohweeohweeoh)
Fill me like a song do,
(Ohweeohweeoh) 
Fill me like a song do,
(Ohweeohweeoh) 
Fill me like a song do,
(Ohweeohweeoh) 
Fill me like a song do,
(Ohweeohweeoh) 
Fill me like a song do,
(Ohweeohweeoh) 
Fill me like a song do,
(Ohweeohweeoh) 
Fill me like a song do,
(Ohweeohweeoh)",337,like
Sylvan Esso,Sylvan Esso [2014],Dress,https://www.lyrics.com/lyric/30800244/Sylvan+Esso/Dress,"Dress
We come to grips with our wrists, we come to sound with our mouth
We sing of what we think we know, mother, father, skin and flaws
and we move just like the birds, moving amidst the other birds,
and we move just like the fish, rolling away from larger
and I know i protect the light of lichen
But oh you look like a morning star, to see who we are, oooooo
and I know you're protecting the light of lichen
But oh you look like a morning star, just see who we are, oooooo
You look good in the west, see how you clap those hands
You look good in the south, see how you use your mouth
You look good in the east, all elbows and knees
To the honey dipper, to the sound shifter
Oh dont you know you want to
See that moonrise in the rear view
Just like you had wanted it to
Temperature drops, the hot tart cools
Ready oh the radio calling to you
Right out loud she said it
For crying out loud they meant it
Sing that song like i know you can
Work your jaw like a blind man
Call like call like you own the land throw up your hands, make demands
You look good in the west, see how you clap those hands
You look good in the south, see how you use your mouth
You look good in the east, all elbows and knees
To the honey dipper, to the sound shifter?
You look good in the north, whip your hair back and forth
You look good in the east, door, the wall, move your feet
You look good in the south, make your makers proud
You look good in the west, you look good in a dress
I feel, I feel, I feel like a morning star
I feel, I feel, I feel like a morning star
I feel, I feel, I feel like a morning star
I feel, I feel, oo oooo ooooiooo oooooiooo
Sound with our mouth, we call it grips with our
We call it grips our wrists
We call it sounds with our mouths
We call it grips with our ahh, ahhh",372,look
Sylvan Esso,Sylvan Esso [2014],H.S.K.T,https://www.lyrics.com/lyric/30800243/Sylvan+Esso/H.S.K.T,"I've got a television, it's filling me with home
I've got a television, it's filling me with home
Wherever I end up, wherever I roam
Hey I've got a television it's filling me with home
I've got a phone that beeps, makes me know I'm not alone
I've got a phone that beeps, makes me know I'm not alone
Wherever I end up I sleep like a stone
I've got a phone that beeps, makes me know I'm not alone

My head my shoulders knees and toes
My head my shoulders knees and toes
My head my shoulders knees and toes
They're running everywhere where to go
My head my shoulders knees and toes
My head my shoulders knees and toes
My head my shoulders knees and toes
They take me to where I want to go

Cry
Oh young
Got hurt
Don't you wanna get some
Esso
Cry
Young
Hurt
Don't you wanna get some

My head my shoulders knees and toes
My head my shoulders knees and toes
My head my shoulders knees and toes
They're running every way where to go
My head my shoulders knees and toes
My head my shoulders knees and toes
My head my shoulders knees and toes
They take me to where I need to go

And all around the party we stand in circles now
Yeah all around the party we stand in circles now
Walking I find you who knows where I come from
All around the party we stand in circles now
I had a dog before now I don't know where it's gone
I had a dog before now I don't know where it's gone
Oh how did I get here did it say when I was young
I had a dog before now don't know where it's gone

I've got a television, it's filling me with home
I've got a television, it's filling me with home
Wherever I end up wherever I roam
Hey I've got a television it's filling me with home

Cry
Oh young
Got a hurt
Don't you wanna get some
Esso
Cry
Young
Hurt
Don't you wanna get some, wanna get, wanna get

Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Some, some, some, some

Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Wanna get, wanna get, wanna get, wanna get
Some, some, some, some

My head my shoulders knees and toes
My head my shoulders knees and toes
My head my shoulders knees and toes
They're running every way where to go
My head my shoulders knees and toes
My head my shoulders knees and toes
My head my shoulders knees and toes
They take me to where I want to go

My head my shoulders knees and toes
My head my shoulders knees and toes
My head my shoulders knees and toes
They're running every way where to go
My head my shoulders knees and toes
My head my shoulders knees and toes
My head my shoulders knees and toes
They take me to where I want to go",724,wanna
Sylvan Esso,Sylvan Esso [2014],Uncatena,https://www.lyrics.com/lyric/30800241/Sylvan+Esso/Uncatena,"I'm washing with all my friends in the kitchen
Drying dishes turning twisting until we can run out go swimming
I feel you behind me ringing bowls right next to my ears
Toe was so clear so that we all could hear when the water washed around us
Salty holding us steer

Did you ever say oh no
Did you ever say no,

Skinny skinny skinny man with a whale to hold his hand
Oh to trade the places fast to be swallowed let it last

I'm swimming with all my slippery beginnings
White linen, sheet twisting
Limbs clenched so hard, mouth so resistant

Did you ever say oh no
Did you ever say no,

All I want from you is a letter and to be your distant lover
That is all that I can offer at this time",139,ever
Sylvan Esso,Sylvan Esso [2014],Wolf,https://www.lyrics.com/lyric/30800245/Sylvan+Esso/Wolf,"The modern wolf, he's kinder
But saying we, it's a reminder
Don't wear no suits, we're talking t-shirts
See how he lies, makes women shiver

Ahoo, Ahoo

He ain't no dad, his voice is smoother
Been bending notes, just like his father

Ahoo, Ahoo

But no birds nor beast does he eat
He only wants the tenderest meat
(And all the sounds he makes are speech
Under all different patterns of sheets?)

(Call his blind dopamine?)
And she looked so good when they were last seen

Ahoo, Ahoo

The modern wolf, the modern wolf
Drippin' in all the lies that he told
He's going home, try to wash them off
But when he shaves, he hears them call

Ahoo, Ahoo",120,"ahoo,"
Sylvan Esso,Radio [2016],Radio,https://www.lyrics.com/lyric/33253731/Sylvan+Esso/Radio,"Gimme a new single Make me a new baby
Gonna eat all the candy while you straddle and lay me
Gonna to know all the words before you come on top
And I sing them back at you while you try to nap
While the world rides on, we're so happy to be listening to our radio
Our savior, oh
While the world melts on down we're so happy to be listening to our radio, now break it on down slow

Slave to the radio, slave to the radio, slave to the radio
Three point three oh 
Slave to the radio, slave to the radio, slave to the radio
Three point three oh 
Now don't you look good sucking american dick
You're so surprised they like you
You're so cute and so quick
Singin' I've got the moves of a TV queen
Folk girl hero in a magazine
Faking the truth in a new pop song
Don't you wanna sing along

Slave to the radio, slave to the radio, slave to the radio
Three point three oh 
Slave to the radio, slave to the radio, slave to the radio
Three point three oh 

Highway blues and gasoline fumes, it's all I seem to make while I'm playin' my tunes
I know the rules I ask for it too
But I just keep on yelling, keep on running, never stopping
Do you got the moves to make it stick yeah to get the clicks yeah
Technicolor our every move
Can you keep them coming like a machine yeah
The old Blue Jean, yeah
What can we do to get you on the news?

Slave to the radio, slave to the radio, slave to the radio
Three point three oh 
Slave to the radio, slave to the radio, slave to the radio
Three point three oh 

Slave to the radio, wait till they forget you though, slave to the radio
Three point three oh 
Slave to the radio, slave to the radio, slave to the radio
Three point three oh",338,slave
Sylvan Esso,Radio/Kick Jump Twist [2016],Kick Jump Twist,https://www.lyrics.com/lyric/33409381/Sylvan+Esso/Kick+Jump+Twist,"Kick the shoes off fast now
They're going insane
All the kids on the block, yeah
They want that fame
Twisting like a cab now
They're loving their pain
Jumping burning high, yeah
Practiced alone for days

They want all the invisible eyes on them
They want all the invisible eyes

Now aren't you gonna do the dance for the camera
Dance for the shutterbug
Dance for your mama
Dance with a kick jump twist
Kick jump twist

Sway into the sequence
Oh but they look good, yeah
Mascara dripping slow down
Oh but they turning your way

Dance for the camera
Dance for the shutterbug
Dance for your mama
Dance with a kick jump twist
Kick jump twist

But what if they call you?
Then you'll go away
The highway, an airport
Everyday
You don't care, you're moving anyway
Everyday
Kick jump twist
Kick jump twist

Kick for your mama
Kick for the shutterbug
Kick for the camera
Kick, jump, twist

They want all the invisible eyes on them
They want all the invisible eyes

They want all the invisible eyes on them
They want all the invisible eyes

Now aren't you gonna do the dance for the camera
Dance for the shutterbug
Dance for your mama
Dance the kick jump twist

Kick jump twist
Kick jump twist",219,kick
